,User,Date,Compound,Positive,Negative,Neutral,Tweet Text,Tweets Ago
127,@NYTimes,Sun Aug 26 12:03:29 +0000 2018,-0.56,0.0,0.153,0.847,"During a recent operation to repair a metal rod in her hip, the astrologer Susan Miller says she briefly died on th… https://t.co/tI5cPfEcJy",53
128,@NYTimes,Sun Aug 26 11:47:05 +0000 2018,0.0,0.0,0.0,1.0,"RT @nytopinion: .@NickKristof: ""Yes, he bobbed and weaved — but in the courage-free zone known as Congress, John McCain showed that princip…",54
129,@NYTimes,Sun Aug 26 11:17:03 +0000 2018,0.0,0.0,0.0,1.0,The New York Times obituary for John McCain https://t.co/3deMbFqo4I,55
130,@NYTimes,Sun Aug 26 10:59:03 +0000 2018,0.0,0.0,0.0,1.0,RT @dgelles: Inside the board room as Elon called off the deal. Only in the Times. w ⁦@katekelly⁩ and ⁦@jbsgreenberg⁩  https://t.co/ZzIv9OP…,56
131,@NYTimes,Sun Aug 26 10:46:07 +0000 2018,0.0,0.0,0.0,1.0,"Zazie Beetz on ‘Atlanta,’ Her Emmy Nomination and Impostor Syndrome https://t.co/k2Ro1cVaJN",57
132,@NYTimes,Sun Aug 26 10:36:04 +0000 2018,0.0,0.0,0.0,1.0,RT @shearm: Remembering @SenJohnMcCain. Here are some of the recollections from myself and other reporters who covered McCain. My contribut…,58
133,@NYTimes,Sun Aug 26 10:14:50 +0000 2018,0.0,0.0,0.0,1.0,Montgomery Memo: A Rebirth for Alabama Democrats? Not So Fast https://t.co/EqWlsJkSS5,59
134,@NYTimes,Sun Aug 26 10:11:58 +0000 2018,-0.53,0.144,0.378,0.479,"No Saudi Aramco I.P.O.? No Problem, Potentially, for Saudi Arabia’s Investment Dreams https://t.co/GibzqFD7wE",60
135,@NYTimes,Sun Aug 26 10:09:20 +0000 2018,0.0,0.0,0.0,1.0,The Late ’70s Ushered In a New Women’s Tennis Rivalry: Chrissie vs. Martina https://t.co/zXZED2eySD,61
136,@NYTimes,Sun Aug 26 09:53:39 +0000 2018,-0.42,0.221,0.394,0.385,Inviting the Next Financial Crisis https://t.co/ZoPjh91kIf,62
137,@NYTimes,Sun Aug 26 09:38:25 +0000 2018,-0.3,0.0,0.115,0.885,"""Throughout the meeting, she had been drinking from a water bottle, which we suspect was full of alcohol"" https://t.co/7S5Nhpe4Q1",63
138,@NYTimes,Sun Aug 26 09:21:20 +0000 2018,0.0,0.0,0.0,1.0,Ammar Campa-Najjar is Democratic candidate running in a solidly Republican enclave in California. But after the ind… https://t.co/cOu9JHrfkQ,64
139,@NYTimes,Sun Aug 26 09:05:03 +0000 2018,0.33,0.144,0.071,0.785,"RT @nytopinion: ""I have certainly seen my share of the world as it really is and not how I wish it would be,"" wrote John McCain in a 2017 O…",65
140,@NYTimes,Sun Aug 26 08:35:52 +0000 2018,-0.32,0.0,0.187,0.813,A Real-Time Map Tracks the Building Frenzy That’s Transforming New York https://t.co/KxdlYgIQ0K,66
141,@NYTimes,Sun Aug 26 08:20:43 +0000 2018,0.0,0.0,0.0,1.0,Italy wants the Frick Collection's most recent painting acquisition back and says its export license never should h… https://t.co/Th4lfymqk4,67
142,@NYTimes,Sun Aug 26 08:03:15 +0000 2018,-0.4,0.0,0.198,0.802,Hollywood is lousy with the vanity projects and left-field dalliances of actors — but Keanu Reeves’s extracurricula… https://t.co/YXjl9PetoC,68
143,@NYTimes,Sun Aug 26 07:45:56 +0000 2018,0.0,0.0,0.0,1.0,A Times columnist tried to answer questions from a test that determines admission to NYC's most selective high scho… https://t.co/dZ8Wl9y6Xh,69
144,@NYTimes,Sun Aug 26 07:28:33 +0000 2018,0.0,0.0,0.0,1.0,"When President Trump took office, he inherited 107 additional judicial vacancies. Here's how his administration is… https://t.co/QvG6M4ulfY",70
145,@NYTimes,Sun Aug 26 07:10:22 +0000 2018,0.34,0.146,0.0,0.854,"Copenhagen Dispatch: In Anarchic Corner of Copenhagen, Police and Dealers Play Cat and Mouse https://t.co/tD0ypHY8dP",71
146,@NYTimes,Sun Aug 26 07:02:23 +0000 2018,-0.25,0.0,0.111,0.889,"“You have to find a way to thrive again, even if your heart aches while doing it.” https://t.co/ENfYG1c6O0",72
147,@NYTimes,Sun Aug 26 06:45:18 +0000 2018,-0.54,0.0,0.156,0.844,"In Opinion

Op-Ed columnist @paulkrugman writes, “Once you’ve made excuses for and come to the aid of a bad leader,… https://t.co/IcezB9jbNt",73
148,@NYTimes,Sun Aug 26 06:28:23 +0000 2018,0.46,0.15,0.0,0.85,"A Japanese candy-making technique nearly went extinct. Now, it’s seeing new life among a dedicated group of Tokyo c… https://t.co/z27yM6VZqD",74
149,@NYTimes,Sun Aug 26 06:12:06 +0000 2018,0.0,0.0,0.0,1.0,"RT @nytopinion: John McCain on human rights, in an Op-Ed last year: 
""America didn’t invent human rights. Those rights are common to all pe…",75
150,@WashingtonPost,Sun Aug 26 23:18:50 +0000 2018,0.8,0.372,0.0,0.628,"George Walker, first African American composer to win Pulitzer Prize, dies at 96 https://t.co/8EXEXpXiR3",1
151,@WashingtonPost,Sun Aug 26 23:16:38 +0000 2018,0.0,0.0,0.0,1.0,"Mike Cernovich steps into the U.S. Senate race in Arizona. A ""gonzo thing,"" he says. https://t.co/iE7wOR4L8U",2
152,@WashingtonPost,Sun Aug 26 22:51:01 +0000 2018,0.0,0.0,0.0,1.0,"More than 800,000 people paid $10 to watch a bunch of YouTubers box each other https://t.co/DmcfcJPHHd",3
153,@WashingtonPost,Sun Aug 26 22:34:05 +0000 2018,-0.69,0.136,0.329,0.535,Sen. John McCain faced death twice as a Navy pilot and survived brutal years as a POW https://t.co/6fTTD3ce8F,4
154,@WashingtonPost,Sun Aug 26 22:15:00 +0000 2018,-0.62,0.0,0.317,0.683,"Slavery’s bitter roots: In 1619, ""20 And odd Negroes"" arrived in Virginia https://t.co/O3ha2I7rt1",5
155,@WashingtonPost,Sun Aug 26 22:00:02 +0000 2018,0.0,0.0,0.0,1.0,Opinion: I used to be afraid to call Trump a mob boss. Not anymore. https://t.co/9tXMovEw0H,6
156,@WashingtonPost,Sun Aug 26 21:45:00 +0000 2018,-0.06,0.0,0.149,0.851,Opinion: Imagine a world without mandatory college diplomas https://t.co/hQsP8SvyRP,7
157,@WashingtonPost,Sun Aug 26 21:30:00 +0000 2018,0.0,0.0,0.0,1.0,Opinion: Can pulpits across the nation stand for Trump? https://t.co/jGPzmauqY9,8
158,@WashingtonPost,Sun Aug 26 20:45:05 +0000 2018,0.23,0.16,0.0,0.84,Opinion: Pompeo hasn’t been straight with us on North Korea https://t.co/F2qMzPQ65E,9
159,@WashingtonPost,Sun Aug 26 20:34:04 +0000 2018,0.4,0.318,0.162,0.52,"""A great defender of liberty"": World leaders mourn Sen. John McCain https://t.co/Qriphnr4wB",10
160,@WashingtonPost,Sun Aug 26 20:17:03 +0000 2018,0.03,0.14,0.134,0.726,"North Korea accuses U.S. of  plotting invasion while talking with ""smile on its face"" https://t.co/l342l6ZzfE",11
161,@WashingtonPost,Sun Aug 26 20:10:01 +0000 2018,-0.13,0.0,0.081,0.919,"""My time is slipping by:"" John McCain on rebellion and legacy in his 1993 Naval Academy speech https://t.co/3aqvYSBESu",12
162,@WashingtonPost,Sun Aug 26 19:47:57 +0000 2018,0.38,0.144,0.064,0.792,"Pope Francis visits the Knock Shrine, where faithful believe Virgin Mary appeared on a rainy night in 1879 https://t.co/XUlMGmJhvQ",13
163,@WashingtonPost,Sun Aug 26 19:29:40 +0000 2018,-0.6,0.0,0.206,0.794,"What we know: 

-Multiple fatalities at a mall in downtown Jacksonville
-Jacksonville Sheriff’s Office said a suspe… https://t.co/N01LnaxCQs",14
164,@WashingtonPost,Sun Aug 26 19:21:02 +0000 2018,-0.53,0.0,0.207,0.793,Arizona Senate candidate suggests McCain timed his pre-death announcement to hurt her campaign https://t.co/MZuIviEpgs,15
165,@WashingtonPost,Sun Aug 26 19:14:05 +0000 2018,-0.3,0.0,0.128,0.872,"Police report ‘multiple fatalities,’ including a suspect, in mass shooting at downtown mall in Jacksonville, Fla. https://t.co/Rtc1dpoGyJ",16
166,@WashingtonPost,Sun Aug 26 19:04:39 +0000 2018,-0.6,0.0,0.302,0.698,"Opinion: In death, McCain shows an alternative to Trump https://t.co/yAaoQeDmTB",17
167,@WashingtonPost,Sun Aug 26 18:37:05 +0000 2018,0.0,0.0,0.0,1.0,"Breaking news: ""Mass shooting"" in Jacksonville, Fla., authorities say https://t.co/bSs5TviNvH",18
168,@WashingtonPost,Sun Aug 26 18:26:47 +0000 2018,0.4,0.172,0.0,0.828,Opinion: John McCain spent his life serving the dignity of his fellow man https://t.co/hDGtggDEhv,19
169,@WashingtonPost,Sun Aug 26 18:00:06 +0000 2018,0.0,0.0,0.0,1.0,Analysis: The passing of John McCain also marks the passing of an era https://t.co/ddPpIhovDa,20
170,@WashingtonPost,Sun Aug 26 17:46:06 +0000 2018,0.0,0.0,0.0,1.0,"""I will continue to fight"": How students are leading Nicaragua’s anti-government uprising https://t.co/Ni39cct2Js",21
171,@WashingtonPost,Sun Aug 26 17:41:58 +0000 2018,0.48,0.134,0.0,0.866,"Friends and advisers of Sen. McCain say they expect there will be services in Phoenix and Washington, followed by a… https://t.co/CK7gV5NFYX",22
172,@WashingtonPost,Sun Aug 26 17:22:02 +0000 2018,0.0,0.0,0.0,1.0,"John McCain on Vietnam, campaign finance, Iraq — and Neil Armstrong: Highlights from the senator’s Post op-eds https://t.co/vLdv6kgdyY",23
173,@WashingtonPost,Sun Aug 26 17:09:04 +0000 2018,0.0,0.0,0.0,1.0,Jemele Hill is reportedly leaving ESPN https://t.co/mMrFHHklhq,24
174,@WashingtonPost,Sun Aug 26 17:00:33 +0000 2018,0.0,0.0,0.0,1.0,Opinion: Keeping up with John McCain https://t.co/pBe05QiuiQ,25
175,@WashingtonPost,Sun Aug 26 16:33:19 +0000 2018,0.7,0.266,0.0,0.734,Perspective: Trump is acting like Richard Nixon. Now we need others to channel the heroes of Watergate. https://t.co/KNxsUsJC4k,26
176,@WashingtonPost,Sun Aug 26 16:07:06 +0000 2018,-0.32,0.171,0.276,0.553,NBC announced John McCain’s death — then abruptly cut to men kissing in dolphin masks https://t.co/84M5wQa89N,27
177,@WashingtonPost,Sun Aug 26 16:06:00 +0000 2018,-0.64,0.0,0.321,0.679,"Sen. John McCain's op-ed from January: Mr. President, stop attacking the press https://t.co/t91VRoaSSt",28
178,@WashingtonPost,Sun Aug 26 15:55:04 +0000 2018,-0.23,0.0,0.195,0.805,"White House lowers flags to half-staff, former colleagues pay tribute after McCain’s passing https://t.co/9Kc0ZCMDJ2",29
179,@WashingtonPost,Sun Aug 26 15:41:10 +0000 2018,0.27,0.13,0.0,0.87,"Neil Simon, famed playwright who found humor by chronicling middle-class concerns, dies at 91 https://t.co/wcCfAVW23U",30
180,@WashingtonPost,Sun Aug 26 15:29:47 +0000 2018,-0.6,0.0,0.281,0.719,McCain’s death marks a new era for congressional checks on Trump https://t.co/cwEUmMgGfN,31
181,@WashingtonPost,Sun Aug 26 15:03:59 +0000 2018,0.0,0.0,0.0,1.0,"Djokovic, Federer, Nadal, Murray: At the U.S. Open, the gang’s all here https://t.co/fkg6HPphPD",32
182,@WashingtonPost,Sun Aug 26 14:38:05 +0000 2018,0.0,0.0,0.0,1.0,A near-constant in John McCain’s career: His knack with the media https://t.co/8e7VKxt17Q,33
183,@WashingtonPost,Sun Aug 26 14:32:13 +0000 2018,0.49,0.151,0.0,0.849,"“What people often don’t know, and don’t see, is the compassionate side of John McCain.” — Sen. Susan Collins… https://t.co/QL4Yzj3wxt",34
184,@WashingtonPost,Sun Aug 26 14:17:24 +0000 2018,-0.38,0.0,0.11,0.89,"""He believes in what he believes in and he's going to get in there and fight for it."" — Sen. Elizabeth Warren… https://t.co/b3bVQt4C0q",35
185,@WashingtonPost,Sun Aug 26 14:15:01 +0000 2018,0.0,0.0,0.0,1.0,"A man thought female drivers were ""incompetent,"" — so he shot them, police say https://t.co/ZMpR7GZggn",36
186,@WashingtonPost,Sun Aug 26 14:06:26 +0000 2018,0.4,0.13,0.0,0.87,"“He’s a force of nature. He definitely wants his voice heard, and speaks it very strongly.” — Sen. Bob Corker… https://t.co/X44zRsMn8p",37
187,@WashingtonPost,Sun Aug 26 14:03:28 +0000 2018,0.48,0.154,0.0,0.846,"“When Sen. John McCain comes to a meeting, they know somebody showed up. He’s a formidable figure, respected global… https://t.co/D9o3Gxt3Qd",38
188,@WashingtonPost,Sun Aug 26 13:59:20 +0000 2018,0.0,0.0,0.0,1.0,"“John was never one not to have an opinion, and sometimes expressed it very forcefully – and was, in my judgment, a… https://t.co/yQyXTOG0MJ",39
189,@WashingtonPost,Sun Aug 26 13:53:20 +0000 2018,0.93,0.384,0.0,0.616,"“I’ve met some great senators in the years I’ve been here, but you meet very few truly great men, in the traditiona… https://t.co/gWSSpz4ZxE",40
190,@WashingtonPost,Sun Aug 26 13:48:34 +0000 2018,-0.25,0.0,0.111,0.889,John McCain rebelled at the Naval Academy — and as a POW — long before he was a Senate maverick https://t.co/ZUdBMjc8hZ,41
191,@WashingtonPost,Sun Aug 26 13:21:28 +0000 2018,0.0,0.0,0.0,1.0,"In interviews with The Washington Post, John McCain's colleagues reflect on his long career, and service to the cou… https://t.co/A9lLPsGDtK",42
192,@WashingtonPost,Sun Aug 26 13:05:34 +0000 2018,0.0,0.0,0.0,1.0,"Breaking: Vatican’s ex-ambassador says Popes Francis, Benedict knew of sexual misconduct allegations against Cardin… https://t.co/Mt8BRy0e35",43
193,@WashingtonPost,Sun Aug 26 12:56:04 +0000 2018,0.0,0.0,0.0,1.0,"They raised $400,000 for a homeless man — who claims they spent it on vacations, casinos and a BMW https://t.co/p5Ofin6EUJ",44
194,@WashingtonPost,Sun Aug 26 12:29:50 +0000 2018,-0.8,0.0,0.375,0.625,"YouTube star ""McSkillet"" killed a mother and 12-year-old girl in wrong-way crash, police say https://t.co/L4li2ppZTM",45
195,@WashingtonPost,Sun Aug 26 12:03:29 +0000 2018,0.0,0.0,0.0,1.0,"In Juneau, locally minded chefs are redefining Alaskan cuisine https://t.co/aFC1KxWGWV",46
196,@WashingtonPost,Sun Aug 26 11:35:07 +0000 2018,0.0,0.0,0.0,1.0,"Photographer calls out ""mommy shamers"" with portrait project https://t.co/BAQIS3qyPj",47
197,@WashingtonPost,Sun Aug 26 11:09:59 +0000 2018,0.15,0.191,0.151,0.658,"Quick and easy garnishes to glam up your plain, boring food https://t.co/R1XfxTzT8g",48
198,@WashingtonPost,Sun Aug 26 10:37:43 +0000 2018,0.0,0.0,0.0,1.0,You’d think this Chicago-area school could close its race gap. A new TV series tries to find out why it can’t. https://t.co/v63atQy0We,49
199,@WashingtonPost,Sun Aug 26 10:09:26 +0000 2018,0.51,0.248,0.0,0.752,"Perspective: A dying fish, a beloved dog and a parenting lesson, of sorts https://t.co/oVAQAYO6Pm",50
200,@WashingtonPost,Sun Aug 26 09:43:17 +0000 2018,0.0,0.0,0.0,1.0,Opinion: I was an astronaut. We need a Space Force. https://t.co/cY8tiC92Ro,51
201,@WashingtonPost,Sun Aug 26 09:16:14 +0000 2018,0.0,0.0,0.0,1.0,Perspective: Five myths about Twitter https://t.co/MEv7L02q1y,52
202,@WashingtonPost,Sun Aug 26 08:47:06 +0000 2018,0.0,0.0,0.0,1.0,New facial recognition system nabs imposter at Dulles International Airport https://t.co/v6BEe0K6Uy,53
203,@WashingtonPost,Sun Aug 26 08:41:04 +0000 2018,-0.74,0.0,0.441,0.559,Why liars lie: What science tells us about deception https://t.co/TeGasybguF,54
204,@WashingtonPost,Sun Aug 26 08:14:03 +0000 2018,0.2,0.107,0.0,0.893,"Donna Shalala, forever tied to the Clintons, is just fine with running on her record https://t.co/slqpZWjP34",55
205,@WashingtonPost,Sun Aug 26 07:54:38 +0000 2018,-0.77,0.0,0.461,0.539,These would-be parents’ embryos were lost. Now they’re grieving — and suing. https://t.co/FtbEEgwWpE,56
206,@WashingtonPost,Sun Aug 26 07:26:21 +0000 2018,0.0,0.0,0.0,1.0,Home Depot co-founder Ken Langone wears capitalism on his sleeve. Just [bleep] ask him. https://t.co/rZ5slmyp7C,57
207,@WashingtonPost,Sun Aug 26 07:00:10 +0000 2018,-0.3,0.0,0.196,0.804,"Stop putting Eastern European food in a heavy, wintry box https://t.co/114q6IzxCb",58
208,@WashingtonPost,Sun Aug 26 06:34:44 +0000 2018,-0.06,0.0,0.149,0.851,Opinion: Imagine a world without mandatory college diplomas https://t.co/6LiBuvMlPq,59
209,@WashingtonPost,Sun Aug 26 06:06:45 +0000 2018,0.0,0.0,0.0,1.0,Opinion: Our fruit is rotting in the trees as laborers are kept out of the country https://t.co/1CplQ0c1lY,60
210,@WashingtonPost,Sun Aug 26 05:41:30 +0000 2018,0.4,0.172,0.0,0.828,Perspective: Why pardoning his associates would be the end of the Trump presidency https://t.co/WTDVEV9F2N,61
211,@WashingtonPost,Sun Aug 26 05:16:01 +0000 2018,0.0,0.0,0.0,1.0,How to sip your way through the teahouses of Portland https://t.co/JEdmCW5tvU,62
212,@WashingtonPost,Sun Aug 26 04:47:23 +0000 2018,-0.78,0.0,0.459,0.541,"In small-town Virginia, a crisis of sheep and conflicting narratives https://t.co/YUwOyK6euK",63
213,@WashingtonPost,Sun Aug 26 04:20:26 +0000 2018,-0.77,0.0,0.461,0.539,These would-be parents’ embryos were lost. Now they’re grieving — and suing. https://t.co/QoXFGDEl5h,64
214,@WashingtonPost,Sun Aug 26 03:53:19 +0000 2018,-0.3,0.175,0.27,0.556,Conspiracy theorist shares Oval Office photo with Trump https://t.co/dRBtyJs0mW,65
215,@WashingtonPost,Sun Aug 26 03:23:02 +0000 2018,-0.8,0.0,0.375,0.625,"YouTube star ""McSkillet"" killed a mother and 12-year-old girl in wrong-way crash, police say https://t.co/MaRrpM52pw",66
216,@WashingtonPost,Sun Aug 26 03:16:05 +0000 2018,-0.13,0.0,0.081,0.919,"Michelle Beadle to leave ESPN’s ""Get Up!"" and return to Los Angeles for expanded NBA hosting job https://t.co/JLBNzHXpw6",67
217,@WashingtonPost,Sun Aug 26 03:13:02 +0000 2018,0.0,0.0,0.0,1.0,"They raised $400,000 for a homeless man — who claims they spent it on vacations, casinos and a BMW https://t.co/dG6st4emLC",68
218,@WashingtonPost,Sun Aug 26 02:53:05 +0000 2018,-0.59,0.0,0.304,0.696,"Protesters clash, arrests mount after toppling of Confederate statue at UNC-Chapel Hill https://t.co/zhWNa45jAt",69
219,@WashingtonPost,Sun Aug 26 02:50:03 +0000 2018,0.0,0.0,0.0,1.0,"A man thought female drivers are ""incompetent,"" — so he shot them, police say https://t.co/PRKmaFTrjy",70
220,@WashingtonPost,Sun Aug 26 02:46:45 +0000 2018,0.05,0.196,0.186,0.619,Analysis: The three illegal acts that may have helped Trump win the presidency https://t.co/AmjOynPG4D,71
221,@WashingtonPost,Sun Aug 26 02:16:24 +0000 2018,0.0,0.0,0.0,1.0,Opinion: McCain leaves the stage when we need him most https://t.co/GW8VWM5fL8,72
222,@WashingtonPost,Sun Aug 26 02:07:27 +0000 2018,-0.06,0.0,0.05,0.95,"RT @TeddyAmen: ""Why is it that when I read Sen. McCain's obituary... I didn't want it to end."" 

Here are some comments by readers on @ktum…",73
223,@WashingtonPost,Sun Aug 26 02:06:14 +0000 2018,0.57,0.251,0.0,0.749,From the archive: Five of John McCain’s most courageous political moments https://t.co/LIv2fg1fvx,74
224,@WashingtonPost,Sun Aug 26 02:02:31 +0000 2018,-0.25,0.0,0.111,0.889,John McCain rebelled at the Naval Academy — and as a POW — long before he was a Senate maverick https://t.co/7c3RZ9JYof,75
225,@latimes,Sun Aug 26 23:09:13 +0000 2018,0.82,0.322,0.0,0.678,"Don't miss our public memorial for the late, great Jonathan Gold tonight at downtown LA's Grand Park. We've got foo… https://t.co/QiW6dQswRa",1
226,@latimes,Sun Aug 26 22:40:05 +0000 2018,0.56,0.153,0.0,0.847,"Gov. Jerry Brown has deliberated for more than a year on whom to appoint to the California Supreme Court, and offic… https://t.co/1J2jDKZY8S",2
227,@latimes,Sun Aug 26 22:01:21 +0000 2018,0.0,0.0,0.0,1.0,The California bullet train project has cost state taxpayers an average $3.1 million a day over the last year. But… https://t.co/r1b4qwBgdU,3
228,@latimes,Sun Aug 26 21:28:36 +0000 2018,0.0,0.0,0.0,1.0,The Trump administration is appealing a federal judge’s preliminary injunction against family separation… https://t.co/NzW0g3tc8v,4
229,@latimes,Sun Aug 26 20:56:32 +0000 2018,0.2,0.096,0.0,0.904,A former Vatican ambassador to the U.S. says Pope Francis knew of sexual misconduct allegations against a top Ameri… https://t.co/k4Vk1wtmhy,5
230,@latimes,Sun Aug 26 20:24:15 +0000 2018,0.72,0.363,0.129,0.508,Readers React: The Republican Party is truly rotten if Rep. Duncan Hunter wins reelection https://t.co/prdxznS9Nc (… https://t.co/iX5TpUPTnN,6
231,@latimes,Sun Aug 26 20:12:46 +0000 2018,0.68,0.199,0.048,0.754,"RT @mattdpearce: FYI I’m still trying to get details from other competitors, but they are pretty shaken up by all this, so more info will c…",7
232,@latimes,Sun Aug 26 19:57:36 +0000 2018,0.7,0.257,0.081,0.662,RT @latimesent: An appreciation of Neil Simon: How the playwright wrote his own second act and finally won over critics https://t.co/Rw6DP2…,8
233,@latimes,Sun Aug 26 19:17:06 +0000 2018,-0.32,0.0,0.103,0.897,"Breaking: The shooter was a gamer who was competing in the tournament and lost, one of the competitors told the L.A… https://t.co/kD1DJyZ1BM",9
234,@latimes,Sun Aug 26 19:09:31 +0000 2018,-0.77,0.0,0.295,0.705,"Update: Multiple people have been killed, including a suspect, in the mass shooting. Authorities say they are unsur… https://t.co/q1USqZk4yx",10
235,@latimes,Sun Aug 26 18:55:54 +0000 2018,-0.64,0.0,0.174,0.826,"Update: At least four people have been fatally shot, and 11 total, at a Madden video game tournament in downtown Ja… https://t.co/es5sSpvzT3",11
236,@latimes,Sun Aug 26 18:24:00 +0000 2018,0.0,0.0,0.0,1.0,Breaking: Authorities say a mass shooting has occurred in downtown Jacksonville https://t.co/fnOdyFQuyw,12
237,@latimes,Sun Aug 26 17:58:47 +0000 2018,0.49,0.198,0.0,0.802,"For John McCain, a life of courage and politics came down to 1 vote https://t.co/isrKHnlDAL https://t.co/xG8kHrdjDD",13
238,@latimes,Sun Aug 26 17:45:49 +0000 2018,-0.32,0.0,0.091,0.909,"RT @latimesent: Legendary playwright Neil Simon, known for ""The Odd Couple"" and ""Barefoot in the Park,"" dies at 91. Though not rated as the…",14
239,@latimes,Sun Aug 26 17:10:12 +0000 2018,0.57,0.15,0.0,0.85,We're celebrating the life of Jonthan Gold tonight the only way we know how: with food and community in downtown LA… https://t.co/Qg6Mj6wD2I,15
240,@latimes,Sun Aug 26 16:05:13 +0000 2018,0.51,0.202,0.0,0.798,"""The Ballad of Gregorio Cortez"" (1982) is a landmark of Chicano cinema, and a passion project for star Edward James… https://t.co/IB7PAcdB4U",16
241,@latimes,Sun Aug 26 16:01:39 +0000 2018,-0.32,0.0,0.113,0.887,"Legendary playwright Neil Simon, known for writing 'The Odd Couple' and 'Barefoot in the Park,' dies at 91 https://t.co/87lDZ8hOK7",17
242,@latimes,Sun Aug 26 15:05:13 +0000 2018,-0.6,0.049,0.21,0.741,This food truck was stranded on the 105 Freeway after a fiery crash closed all lanes. So it opened for breakfast… https://t.co/MhmJ7HqKte,18
243,@latimes,Sun Aug 26 14:05:10 +0000 2018,0.0,0.0,0.0,1.0,Los Angeles turns 237 years old on Sept. 4. The celebration began on Saturday. https://t.co/hChVSWlIcf https://t.co/ObC5xKYltD,19
244,@latimes,Sun Aug 26 13:05:11 +0000 2018,0.0,0.0,0.0,1.0,The Trump administration is pushing for states' rights — as long as they are coal states https://t.co/lPkiQCVxsb https://t.co/YWje6WwAd1,20
245,@latimes,Sun Aug 26 12:05:10 +0000 2018,0.08,0.061,0.0,0.939,"Want to see more of the sea? See about a cabin with a balcony, which isn't as pricey as you might think… https://t.co/BLrbuh780x",21
246,@latimes,Sun Aug 26 11:55:39 +0000 2018,0.0,0.0,0.0,1.0,Arizona race becomes Trumpian hugfest. Will it cost GOP a Senate seat? https://t.co/pqzy6YHDij https://t.co/GnSHMv8zMt,22
247,@latimes,Sun Aug 26 11:43:06 +0000 2018,0.0,0.0,0.0,1.0,Inflation and delays could add billions more to bullet train  costs https://t.co/kS4FzDjFO6 https://t.co/cdXoI8iIby,23
248,@latimes,Sun Aug 26 11:05:07 +0000 2018,0.0,0.0,0.0,1.0,"George Clooney topped Forbes' 2018 list of highest-paid actors, without even acting https://t.co/pcOchLebVH https://t.co/hMbj39Lbcw",24
249,@latimes,Sun Aug 26 10:05:08 +0000 2018,-0.74,0.0,0.323,0.677,Column: Troubling details of Ohio State report present a problem college football must fix https://t.co/MksT5nPRdQ https://t.co/Bi3vVnXgHv,25
250,@latimes,Sun Aug 26 09:05:08 +0000 2018,-0.56,0.0,0.194,0.806,"A year and a half after proposing to ban developer contributions, L.A. City Hall still hasn't delivered… https://t.co/9Tqq4ZKm8z",26
251,@latimes,Sun Aug 26 08:05:04 +0000 2018,-0.36,0.0,0.135,0.865,"Commentary: Nicki Minaj is fighting with exes, music companies and Kylie Jenner's baby. Is she OK?… https://t.co/j5VbFtgIJ6",27
252,@latimes,Sun Aug 26 07:05:07 +0000 2018,0.42,0.118,0.0,0.882,"Starting later this year, United Airlines plans to charge an extra fee for economy seats that are near the front of… https://t.co/q8HM0TwhAF",28
253,@latimes,Sun Aug 26 06:05:03 +0000 2018,0.13,0.098,0.078,0.824,"""Do the right thing"": U.N. urges EU countries to grant asylum to 150 migrants stuck on ship in Italy for 10th day… https://t.co/bpQ32rfqw7",29
254,@latimes,Sun Aug 26 05:05:03 +0000 2018,0.0,0.0,0.0,1.0,"Hawaii official closed beaches in the face of Hurricane Lane, but thousands swam anyway https://t.co/G15J7Wbv0a https://t.co/YGdHl8Epol",30
255,@latimes,Sun Aug 26 04:05:04 +0000 2018,0.6,0.38,0.0,0.62,"Mike Pence tweets condolences: ""God bless John McCain"" https://t.co/xY7FGYPPvX https://t.co/EqsmoAYm1W",31
256,@latimes,Sun Aug 26 03:15:08 +0000 2018,0.0,0.0,0.0,1.0,A cascade of tributes for John McCain -- including one from Trump https://t.co/kflFWshOHo https://t.co/Wz8x2Gv5y2,32
257,@latimes,Sun Aug 26 02:15:03 +0000 2018,0.0,0.0,0.0,1.0,NYU's decision to make medical school tuition-free sparks multimillion-dollar debate https://t.co/ftevnll32H https://t.co/oKRn5qqPTQ,33
258,@latimes,Sun Aug 26 01:45:04 +0000 2018,0.0,0.0,0.0,1.0,"A refuge for immigrants in El Paso is the ""Ellis Island of the Southwest border"" https://t.co/ViNUe5kClZ https://t.co/Er0miKEQcs",34
259,@latimes,Sun Aug 26 01:15:06 +0000 2018,-0.42,0.0,0.177,0.823,Social media platforms are struggling against disinformation by foreign governments. Trump isn't helping… https://t.co/nmebrQVThO,35
260,@latimes,Sun Aug 26 00:55:05 +0000 2018,0.0,0.0,0.0,1.0,John McCain: His journey in pictures https://t.co/Rkot3gzlB6 https://t.co/DT0xtZpscO,36
261,@latimes,Sun Aug 26 00:35:03 +0000 2018,-0.53,0.135,0.301,0.564,"Supreme Court Brett Kavanaugh once argued that a president can be impeached for lies, cover-ups and refusing to tes… https://t.co/Q50TNPOEO0",37
262,@latimes,Sun Aug 26 00:33:58 +0000 2018,-0.08,0.176,0.19,0.634,"Breaking: John McCain, war hero, political maverick and GOP standard-bearer, dies at 81 https://t.co/wRRzYYnqK0 https://t.co/5jcwy16mF1",38
263,@latimes,Sun Aug 26 00:15:05 +0000 2018,-0.69,0.0,0.281,0.719,He was a Palestinian aid worker. Israel says he was also a terrorist https://t.co/BCaQ2sdFe2 https://t.co/jUslbBFh1y,39
